Date,time0_1,time1_2,time2_3,time3_4,time4_5,time5_6,time6_7,time7_8,time8_9,time9_10,time10_11,time11_12,time12_13,time13_14,time14_15,time14_16
,05:00～05:59,08:00～08:59,09:00～09:59,10:00～10:59,11:00～11:59,12:00～12:59,13:00～13:59,14:00～14:59,15:00～15:59,16:00～16:59,17:00～17:59,18:00～18:59,19:00～19:59,20:00～20:59,21:00～21:59,22:00～22:59
2019/10/27,0,22,62,58,74,78,98,108,126,110,88,50,56,34,4,0
2019/10/28,0,14,32,52,76,76,58,70,58,90,100,82,64,38,8,0
2019/10/29,0,12,42,46,42,60,60,52,34,58,74,58,50,44,6,0
2019/10/30,0,12,26,54,46,62,58,84,80,44,40,76,68,40,2,0
2019/10/31,0,20,38,44,40,80,60,42,58,76,66,68,80,38,4,0
2019/11/1,0,14,34,38,66,74,66,48,66,48,58,76,58,40,24,0
2019/11/2,0,30,70,78,74,108,82,82,102,116,84,66,52,44,12,0
2019/11/3,0,34,48,72,64,68,106,102,102,68,76,56,68,58,16,0
2019/11/4,0,20,52,86,76,110,82,98,116,108,90,62,44,42,2,0
2019/11/5,0,20,32,36,72,70,62,50,50,60,80,58,56,38,8,0
2019/11/6,0,12,40,54,66,86,84,66,56,48,56,66,68,38,0,0
2019/11/7,0,26,46,44,52,64,48,44,56,62,44,66,44,48,22,0
2019/11/8,0,14,36,46,56,68,84,58,54,88,94,62,70,56,6,0
2019/11/9,0,24,40,62,98,122,106,100,88,106,98,86,48,30,6,0
2019/11/10,0,18,38,64,86,82,82,106,84,98,110,78,42,42,8,0
2019/11/11,0,14,28,46,62,58,34,50,46,62,62,52,38,48,12,0
2019/11/12,0,18,28,60,78,88,58,56,54,74,74,68,38,62,2,0
2019/11/13,0,14,26,42,88,76,54,50,56,60,90,62,52,46,8,0
2019/11/14,0,26,26,38,56,68,40,38,50,64,74,52,56,62,20,0
2019/11/15,0,22,20,56,66,82,68,48,66,68,62,80,82,66,6,0
2019/11/16,0,18,60,52,88,110,106,96,86,112,90,114,64,74,12,0
2019/11/17,0,28,54,90,80,84,96,118,90,110,82,50,34,28,20,4
2019/11/18,0,14,38,56,60,78,48,62,46,56,54,64,62,50,10,0
2019/11/19,0,12,18,44,44,62,56,62,56,62,54,72,52,54,4,0
2019/11/20,0,8,50,46,82,68,70,44,50,60,66,56,60,46,8,0
2019/11/21,0,12,40,62,50,74,54,70,64,58,62,64,40,52,18,0
2019/11/22,0,14,40,24,38,58,42,36,52,48,48,36,42,16,10,0
2019/11/23,0,10,34,42,56,74,64,76,82,100,50,46,48,36,12,0
2019/11/24,0,18,28,54,62,112,96,92,104,90,104,44,50,62,18,0
2019/11/25,0,12,36,52,54,74,62,46,48,80,60,64,46,28,10,0
2019/11/26,0,12,32,50,60,48,46,48,44,54,66,60,60,30,2,0
2019/11/27,0,10,34,30,52,82,58,46,46,70,70,74,52,36,8,0
2019/11/28,0,14,30,42,52,66,34,36,32,52,56,34,66,52,4,0
2019/11/29,0,24,52,28,50,86,74,58,68,70,74,60,66,44,28,0
2019/11/30,0,22,40,54,96,84,110,94,84,106,110,86,80,50,12,0
2019/12/1,0,24,72,56,72,100,92,94,106,106,84,48,52,56,28,8
2019/12/2,0,12,18,32,36,62,34,28,30,46,74,62,56,38,10,0
2019/12/3,0,20,28,44,60,98,56,50,52,56,62,58,66,44,8,2
2019/12/4,0,6,16,48,64,80,68,34,54,72,74,66,52,52,10,0
2019/12/5,0,6,24,48,62,76,68,56,48,66,46,60,48,36,14,0
2019/12/6,0,8,38,42,50,74,60,56,66,68,74,74,76,56,24,0
2019/12/7,0,36,42,42,72,82,70,82,76,88,82,82,72,38,14,0
2019/12/8,0,14,50,62,76,90,96,118,98,120,88,62,46,34,16,0
2019/12/9,0,8,24,40,44,76,58,54,72,66,38,66,56,22,4,0
2019/12/10,0,16,38,60,60,82,54,64,62,66,86,76,64,40,8,0
2019/12/11,0,16,36,40,50,62,60,60,46,84,78,58,52,40,24,0
2019/12/12,0,8,36,42,58,62,50,56,54,62,60,56,56,34,6,0
2019/12/13,0,10,40,62,54,74,58,72,68,72,58,80,62,62,14,0
2019/12/14,0,18,40,50,94,128,108,88,86,110,106,100,48,62,12,0
2019/12/15,0,24,40,50,76,94,110,136,108,112,98,68,40,56,8,0
2019/12/16,0,14,14,26,50,64,58,30,82,70,76,42,58,48,12,0
2019/12/17,0,14,22,28,46,54,52,46,58,60,40,42,56,54,16,0
2019/12/18,0,8,34,64,68,98,66,66,52,62,64,72,54,42,6,0
2019/12/19,0,14,20,38,46,70,70,34,52,64,66,50,56,54,8,0
2019/12/20,0,32,44,68,66,64,70,52,82,60,60,64,32,38,0,0
2019/12/21,0,16,74,78,90,112,142,80,108,100,94,62,54,46,10,0
2019/12/22,0,14,50,74,72,86,88,96,92,84,62,56,38,16,10,0
2019/12/23,0,10,28,54,62,86,62,32,32,62,72,64,50,22,2,0
2019/12/24,0,12,14,58,72,68,98,104,82,102,86,76,62,30,14,0
2019/12/25,0,10,40,26,68,72,62,78,52,92,76,62,64,34,0,0
2019/12/26,0,6,22,56,44,70,56,56,58,50,52,80,36,36,14,0
2019/12/27,0,8,28,38,86,74,86,60,66,52,68,56,62,66,4,0
2019/12/28,0,8,46,54,78,88,78,74,102,86,66,58,48,42,6,0
2019/12/29,0,16,44,66,62,110,76,98,86,86,76,54,30,42,8,0
2019/12/30,0,12,30,26,40,52,86,80,106,86,66,54,40,28,0,0
2019/12/31,0,12,34,46,120,110,96,70,140,84,48,22,6,0,0,0
2020/1/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/1/4,0,8,48,56,98,100,126,100,116,118,114,86,14,42,4,0
2020/1/5,0,6,28,44,80,94,94,104,106,120,64,66,42,36,6,0
2020/1/6,0,4,24,42,70,74,78,62,50,64,50,78,46,40,12,0
2020/1/7,0,6,14,48,58,86,66,48,34,40,50,66,36,18,4,0
2020/1/8,0,14,16,30,28,48,58,56,44,64,68,60,46,42,8,0
2020/1/9,0,4,28,38,64,66,56,40,52,64,46,70,66,40,2,0
2020/1/10,0,10,44,38,48,52,50,64,78,58,58,76,68,50,2,0
2020/1/11,0,12,32,66,94,96,82,102,96,110,96,52,44,48,2,0
2020/1/12,0,14,42,56,84,62,72,98,108,92,82,56,28,40,8,0
2020/1/13,0,10,28,46,74,94,106,76,122,104,112,52,48,32,4,0
2020/1/14,0,12,24,48,76,62,66,48,66,38,64,60,58,72,2,0
2020/1/15,0,4,24,32,56,62,46,46,66,52,48,74,68,32,8,0
2020/1/16,0,22,40,46,74,66,80,52,50,60,64,50,52,46,2,0
2020/1/17,0,14,22,28,62,86,68,56,50,64,66,90,66,36,4,0
2020/1/18,0,4,52,42,64,78,58,70,72,68,74,48,58,34,6,0
2020/1/19,0,16,44,52,76,108,112,108,116,96,88,54,40,40,4,0
2020/1/20,0,4,34,36,70,74,64,46,82,44,70,62,66,28,0,0
2020/1/21,0,2,32,34,50,66,72,52,74,68,44,62,54,42,4,0
2020/1/22,0,10,28,40,74,76,48,64,64,68,54,74,68,44,10,0
2020/1/23,0,20,36,34,42,46,48,38,44,44,64,54,48,34,6,0
2020/1/24,0,12,32,52,72,68,68,54,56,68,32,92,70,46,8,0
2020/1/25,0,20,34,56,108,100,108,94,80,102,80,72,58,48,28,0
2020/1/26,0,10,40,38,66,100,96,110,98,146,86,50,46,34,12,0
2020/1/27,0,8,22,54,64,88,42,70,60,52,66,50,58,34,4,0
2020/1/28,0,12,42,42,32,36,54,16,42,54,26,44,36,16,0,0
2020/1/29,0,8,28,28,60,56,46,76,58,70,82,62,90,58,4,0
2020/1/30,0,24,30,32,74,58,62,38,52,74,66,84,50,48,0,0
